pair_id,source_entity_id,target_entity_id,relationship_type,case_id,evidence_reference,expected_relationship,scenario
ROB-PAIR-0447,PERSON-0399,PERSON-0075,RELATED_TO,CASE-0230,Civilian family relationship (BROTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0448,PERSON-0007,PERSON-0494,RELATED_TO,CASE-0127,Civilian family relationship (MOTHER); zero case involvement.,0,SCENARIO_L_FAMILY_NON_OPERATIONAL
ROB-PAIR-0449,PERSON-0849,PERSON-0561,CONTACTED,CASE-1036,"Suspects arrested in separate distinct cases (CASE-1036, CASE-0415) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0450,PERSON-0587,PERSON-0550,CONTACTED,CASE-0307,"Suspects arrested in separate distinct cases (CASE-0307, CASE-0337) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0451,PERSON-0336,PERSON-0875,CONTACTED,CASE-1066,"Suspects arrested in separate distinct cases (CASE-1066, CASE-0905) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0452,PERSON-0120,PERSON-0697,CONTACTED,CASE-0421,"Suspects arrested in separate distinct cases (CASE-0421, CASE-1195) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0453,PERSON-0501,PERSON-0094,CONTACTED,CASE-1046,"Suspects arrested in separate distinct cases (CASE-1046, CASE-0913) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0454,PERSON-0829,PERSON-0057,CONTACTED,CASE-0929,"Suspects arrested in separate distinct cases (CASE-0929, CASE-0271) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0455,PERSON-0526,PERSON-0426,CONTACTED,CASE-0936,"Suspects arrested in separate distinct cases (CASE-0936, CASE-1155) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0456,PERSON-0060,PERSON-0573,CONTACTED,CASE-0947,"Suspects arrested in separate distinct cases (CASE-0947, CASE-0632) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0457,PERSON-0741,PERSON-0023,CONTACTED,CASE-0811,"Suspects arrested in separate distinct cases (CASE-0811, CASE-0522) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0458,PERSON-0837,PERSON-0004,CONTACTED,CASE-0447,"Suspects arrested in separate distinct cases (CASE-0447, CASE-1185) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0459,PERSON-0075,PERSON-0047,CONTACTED,CASE-0868,"Suspects arrested in separate distinct cases (CASE-0868, CASE-0706) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0460,PERSON-0718,PERSON-0066,CONTACTED,CASE-1109,"Suspects arrested in separate distinct cases (CASE-1109, CASE-0124) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0461,PERSON-0958,PERSON-0916,CONTACTED,CASE-0142,"Suspects arrested in separate distinct cases (CASE-0142, CASE-0967) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0462,PERSON-0033,PERSON-0294,CONTACTED,CASE-0838,"Suspects arrested in separate distinct cases (CASE-0838, CASE-0369) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0463,PERSON-0788,PERSON-0139,CONTACTED,CASE-0861,"Suspects arrested in separate distinct cases (CASE-0861, CASE-0767) under same division.",0,SCENARIO_M_CROSS_CASE_SEPARATE
ROB-PAIR-0464,PERSON-0913,PERSON-0392,CONTACTED,CASE-0919,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0465,PERSON-0891,PERSON-0940,CONTACTED,CASE-0774,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0466,PERSON-0385,PERSON-0083,CONTACTED,CASE-1105,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0467,PERSON-0137,PERSON-0670,CONTACTED,CASE-0713,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0468,PERSON-0122,PERSON-0183,CONTACTED,CASE-1101,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0469,PERSON-0403,PERSON-0542,CONTACTED,CASE-0261,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0470,PERSON-0746,PERSON-0229,CONTACTED,CASE-0008,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0471,PERSON-0775,PERSON-0024,CONTACTED,CASE-0612,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0472,PERSON-0475,PERSON-0690,CONTACTED,CASE-1116,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0473,PERSON-0435,PERSON-0545,CONTACTED,CASE-0777,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0474,PERSON-0844,PERSON-0236,CONTACTED,CASE-0507,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0475,PERSON-0472,PERSON-0355,CONTACTED,CASE-0318,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0476,PERSON-0283,PERSON-0194,CONTACTED,CASE-0232,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0477,PERSON-0033,PERSON-0829,CONTACTED,CASE-0859,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0478,PERSON-0630,PERSON-0785,CONTACTED,CASE-0033,Mentioned as bystander in crowd at incident location.,0,SCENARIO_N_SPARSE_BYSTANDER
ROB-PAIR-0479,PERSON-0247,PERSON-0212,CONTACTED,CASE-0138,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0480,PERSON-0104,PERSON-0609,CONTACTED,CASE-0069,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0481,PERSON-0458,PERSON-0613,CONTACTED,CASE-0100,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0482,PERSON-0251,PERSON-0759,CONTACTED,CASE-0091,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0483,PERSON-0412,PERSON-0450,CONTACTED,CASE-0480,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0484,PERSON-0553,PERSON-0223,CONTACTED,CASE-0116,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0485,PERSON-0144,PERSON-0516,CONTACTED,CASE-0593,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0486,PERSON-0240,PERSON-0836,CONTACTED,CASE-1180,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0487,PERSON-0327,PERSON-0592,CONTACTED,CASE-1225,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0488,PERSON-0792,PERSON-0689,CONTACTED,CASE-0657,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0489,PERSON-0243,PERSON-0310,CONTACTED,CASE-0294,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0490,PERSON-0677,PERSON-0534,CONTACTED,CASE-0453,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0491,PERSON-0424,PERSON-0308,CONTACTED,CASE-0564,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0492,PERSON-0063,PERSON-0571,CONTACTED,CASE-1212,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0493,PERSON-0901,PERSON-0753,CONTACTED,CASE-0359,"Investigator noted call was adversary dispute/hostile confrontation, not operational alliance.",0,SCENARIO_O_CONFLICTING_ADVERSARY
ROB-PAIR-0494,PERSON-0642,PERSON-0696,CONTACTED,CASE-0875,General district inquiry; no verified relationship.,0,SCENARIO_MISC_NEGATIVE
ROB-PAIR-0495,PERSON-0570,PERSON-0508,CONTACTED,CASE-0097,General district inquiry; no verified relationship.,0,SCENARIO_MISC_NEGATIVE
ROB-PAIR-0496,PERSON-0996,PERSON-0353,CONTACTED,CASE-0781,General district inquiry; no verified relationship.,0,SCENARIO_MISC_NEGATIVE
ROB-PAIR-0497,PERSON-0805,PERSON-0538,CONTACTED,CASE-0653,General district inquiry; no verified relationship.,0,SCENARIO_MISC_NEGATIVE
ROB-PAIR-0498,PERSON-0714,PERSON-0427,CONTACTED,CASE-0837,General district inquiry; no verified relationship.,0,SCENARIO_MISC_NEGATIVE
ROB-PAIR-0499,PERSON-0153,PERSON-0308,CONTACTED,CASE-0771,General district inquiry; no verified relationship.,0,SCENARIO_MISC_NEGATIVE
ROB-PAIR-0500,PERSON-0189,PERSON-0773,CONTACTED,CASE-1102,General district inquiry; no verified relationship.,0,SCENARIO_MISC_NEGATIVE
