cp_id,case_id,person_id,role
ADV-CP-1297,CASE-0827,PERSON-0319,CIVIL_COMPLAINANT
ADV-CP-1298,CASE-0827,PERSON-0727,SUSPECT
ADV-CP-1299,CASE-1074,PERSON-0139,CIVIL_COMPLAINANT
ADV-CP-1300,CASE-1074,PERSON-0800,SUSPECT
ADV-CP-1301,CASE-1165,PERSON-0139,CIVIL_COMPLAINANT
ADV-CP-1302,CASE-1165,PERSON-0800,SUSPECT
ADV-CP-1303,CASE-0395,PERSON-0030,CIVIL_COMPLAINANT
ADV-CP-1304,CASE-0395,PERSON-0178,SUSPECT
ADV-CP-1305,CASE-0412,PERSON-0030,CIVIL_COMPLAINANT
ADV-CP-1306,CASE-0412,PERSON-0178,SUSPECT
ADV-CP-1307,CASE-0511,PERSON-0858,CIVIL_COMPLAINANT
ADV-CP-1308,CASE-0511,PERSON-0060,SUSPECT
ADV-CP-1309,CASE-0068,PERSON-0858,CIVIL_COMPLAINANT
ADV-CP-1310,CASE-0068,PERSON-0060,SUSPECT
ADV-CP-1311,CASE-0739,PERSON-0468,CIVIL_COMPLAINANT
ADV-CP-1312,CASE-0739,PERSON-0052,SUSPECT
ADV-CP-1313,CASE-0408,PERSON-0468,CIVIL_COMPLAINANT
ADV-CP-1314,CASE-0408,PERSON-0052,SUSPECT
ADV-CP-1315,CASE-0951,PERSON-0281,CIVIL_COMPLAINANT
ADV-CP-1316,CASE-0951,PERSON-0378,SUSPECT
ADV-CP-1317,CASE-1035,PERSON-0281,CIVIL_COMPLAINANT
ADV-CP-1318,CASE-1035,PERSON-0378,SUSPECT
ADV-CP-1319,CASE-0254,PERSON-0407,CIVIL_COMPLAINANT
ADV-CP-1320,CASE-0254,PERSON-0651,SUSPECT
ADV-CP-1321,CASE-0063,PERSON-0407,CIVIL_COMPLAINANT
ADV-CP-1322,CASE-0063,PERSON-0651,SUSPECT
ADV-CP-1323,CASE-1002,PERSON-0248,CIVIL_COMPLAINANT
ADV-CP-1324,CASE-1002,PERSON-0382,SUSPECT
ADV-CP-1325,CASE-1217,PERSON-0248,CIVIL_COMPLAINANT
ADV-CP-1326,CASE-1217,PERSON-0382,SUSPECT
ADV-CP-1327,CASE-0972,PERSON-0457,CIVIL_COMPLAINANT
ADV-CP-1328,CASE-0972,PERSON-0182,SUSPECT
ADV-CP-1329,CASE-1202,PERSON-0457,CIVIL_COMPLAINANT
ADV-CP-1330,CASE-1202,PERSON-0182,SUSPECT
ADV-CP-1331,CASE-0706,PERSON-0565,CIVIL_COMPLAINANT
ADV-CP-1332,CASE-0706,PERSON-0359,SUSPECT
ADV-CP-1333,CASE-0335,PERSON-0565,CIVIL_COMPLAINANT
ADV-CP-1334,CASE-0335,PERSON-0359,SUSPECT
ADV-CP-1335,CASE-0530,PERSON-0858,CIVIL_COMPLAINANT
ADV-CP-1336,CASE-0530,PERSON-0916,SUSPECT
ADV-CP-1337,CASE-0186,PERSON-0858,CIVIL_COMPLAINANT
ADV-CP-1338,CASE-0186,PERSON-0916,SUSPECT
ADV-CP-1339,CASE-0792,PERSON-0292,CIVIL_COMPLAINANT
ADV-CP-1340,CASE-0792,PERSON-0029,SUSPECT
ADV-CP-1341,CASE-0102,PERSON-0292,CIVIL_COMPLAINANT
ADV-CP-1342,CASE-0102,PERSON-0029,SUSPECT
ADV-CP-1343,CASE-1172,PERSON-0167,CIVIL_COMPLAINANT
ADV-CP-1344,CASE-1172,PERSON-0875,SUSPECT
ADV-CP-1345,CASE-0439,PERSON-0167,CIVIL_COMPLAINANT
ADV-CP-1346,CASE-0439,PERSON-0875,SUSPECT
ADV-CP-1347,CASE-0462,PERSON-0878,CIVIL_COMPLAINANT
ADV-CP-1348,CASE-0462,PERSON-0227,SUSPECT
ADV-CP-1349,CASE-0424,PERSON-0878,CIVIL_COMPLAINANT
ADV-CP-1350,CASE-0424,PERSON-0227,SUSPECT
ADV-CP-1351,CASE-0839,PERSON-0276,CIVIL_COMPLAINANT
ADV-CP-1352,CASE-0839,PERSON-0668,SUSPECT
ADV-CP-1353,CASE-1052,PERSON-0276,CIVIL_COMPLAINANT
ADV-CP-1354,CASE-1052,PERSON-0668,SUSPECT
ADV-CP-1355,CASE-0019,PERSON-0021,CIVIL_COMPLAINANT
ADV-CP-1356,CASE-0019,PERSON-0886,SUSPECT
ADV-CP-1357,CASE-0971,PERSON-0021,CIVIL_COMPLAINANT
ADV-CP-1358,CASE-0971,PERSON-0886,SUSPECT
ADV-CP-1359,CASE-0355,PERSON-0934,CIVIL_COMPLAINANT
ADV-CP-1360,CASE-0355,PERSON-0136,SUSPECT
ADV-CP-1361,CASE-1232,PERSON-0934,CIVIL_COMPLAINANT
ADV-CP-1362,CASE-1232,PERSON-0136,SUSPECT
ADV-CP-1363,CASE-0459,PERSON-0821,CIVIL_COMPLAINANT
ADV-CP-1364,CASE-0459,PERSON-0009,SUSPECT
ADV-CP-1365,CASE-0517,PERSON-0821,CIVIL_COMPLAINANT
ADV-CP-1366,CASE-0517,PERSON-0009,SUSPECT
ADV-CP-1367,CASE-0626,PERSON-0623,CIVIL_COMPLAINANT
ADV-CP-1368,CASE-0626,PERSON-0825,SUSPECT
ADV-CP-1369,CASE-0564,PERSON-0623,CIVIL_COMPLAINANT
ADV-CP-1370,CASE-0564,PERSON-0825,SUSPECT
ADV-CP-1371,CASE-0772,PERSON-0434,CIVIL_COMPLAINANT
ADV-CP-1372,CASE-0772,PERSON-0917,SUSPECT
ADV-CP-1373,CASE-0715,PERSON-0434,CIVIL_COMPLAINANT
ADV-CP-1374,CASE-0715,PERSON-0917,SUSPECT
ADV-CP-1375,CASE-0447,PERSON-0471,CIVIL_COMPLAINANT
ADV-CP-1376,CASE-0447,PERSON-0259,SUSPECT
ADV-CP-1377,CASE-0956,PERSON-0471,CIVIL_COMPLAINANT
ADV-CP-1378,CASE-0956,PERSON-0259,SUSPECT
ADV-CP-1379,CASE-1067,PERSON-0310,CIVIL_COMPLAINANT
ADV-CP-1380,CASE-1067,PERSON-0694,SUSPECT
ADV-CP-1381,CASE-0814,PERSON-0310,CIVIL_COMPLAINANT
ADV-CP-1382,CASE-0814,PERSON-0694,SUSPECT
ADV-CP-1383,CASE-0016,PERSON-0599,CIVIL_COMPLAINANT
ADV-CP-1384,CASE-0016,PERSON-0105,SUSPECT
ADV-CP-1385,CASE-1048,PERSON-0599,CIVIL_COMPLAINANT
ADV-CP-1386,CASE-1048,PERSON-0105,SUSPECT
ADV-CP-1387,CASE-0767,PERSON-0679,CIVIL_COMPLAINANT
ADV-CP-1388,CASE-0767,PERSON-0990,SUSPECT
ADV-CP-1389,CASE-1150,PERSON-0679,CIVIL_COMPLAINANT
ADV-CP-1390,CASE-1150,PERSON-0990,SUSPECT
ADV-CP-1391,CASE-1248,PERSON-0663,CIVIL_COMPLAINANT
ADV-CP-1392,CASE-1248,PERSON-0609,SUSPECT
ADV-CP-1393,CASE-0579,PERSON-0663,CIVIL_COMPLAINANT
ADV-CP-1394,CASE-0579,PERSON-0609,SUSPECT
ADV-CP-1395,CASE-0222,PERSON-0306,CIVIL_COMPLAINANT
ADV-CP-1396,CASE-0222,PERSON-0701,SUSPECT
ADV-CP-1397,CASE-0987,PERSON-0306,CIVIL_COMPLAINANT
ADV-CP-1398,CASE-0987,PERSON-0701,SUSPECT
ADV-CP-1399,CASE-0567,PERSON-0066,CIVIL_COMPLAINANT
ADV-CP-1400,CASE-0567,PERSON-0345,SUSPECT
ADV-CP-1401,CASE-0666,PERSON-0066,CIVIL_COMPLAINANT
ADV-CP-1402,CASE-0666,PERSON-0345,SUSPECT
ADV-CP-1403,CASE-0535,PERSON-0883,CIVIL_COMPLAINANT
ADV-CP-1404,CASE-0535,PERSON-0284,SUSPECT
ADV-CP-1405,CASE-0612,PERSON-0883,CIVIL_COMPLAINANT
ADV-CP-1406,CASE-0612,PERSON-0284,SUSPECT
ADV-CP-1407,CASE-1060,PERSON-0193,CIVIL_COMPLAINANT
ADV-CP-1408,CASE-1060,PERSON-0154,SUSPECT
ADV-CP-1409,CASE-0493,PERSON-0193,CIVIL_COMPLAINANT
ADV-CP-1410,CASE-0493,PERSON-0154,SUSPECT
ADV-CP-1411,CASE-1229,PERSON-0922,CIVIL_COMPLAINANT
ADV-CP-1412,CASE-1229,PERSON-0059,SUSPECT
ADV-CP-1413,CASE-0828,PERSON-0922,CIVIL_COMPLAINANT
ADV-CP-1414,CASE-0828,PERSON-0059,SUSPECT
ADV-CP-1415,CASE-0287,PERSON-0677,CIVIL_COMPLAINANT
ADV-CP-1416,CASE-0287,PERSON-0328,SUSPECT
ADV-CP-1417,CASE-0053,PERSON-0677,CIVIL_COMPLAINANT
ADV-CP-1418,CASE-0053,PERSON-0328,SUSPECT
ADV-CP-1419,CASE-0606,PERSON-0672,CIVIL_COMPLAINANT
ADV-CP-1420,CASE-0606,PERSON-0510,SUSPECT
ADV-CP-1421,CASE-0532,PERSON-0672,CIVIL_COMPLAINANT
ADV-CP-1422,CASE-0532,PERSON-0510,SUSPECT
ADV-CP-1423,CASE-0829,PERSON-0929,CIVIL_COMPLAINANT
ADV-CP-1424,CASE-0829,PERSON-0429,SUSPECT
ADV-CP-1425,CASE-0796,PERSON-0929,CIVIL_COMPLAINANT
ADV-CP-1426,CASE-0796,PERSON-0429,SUSPECT
ADV-CP-1427,CASE-1195,PERSON-0755,CIVIL_COMPLAINANT
ADV-CP-1428,CASE-1195,PERSON-0037,SUSPECT
ADV-CP-1429,CASE-1172,PERSON-0755,CIVIL_COMPLAINANT
ADV-CP-1430,CASE-1172,PERSON-0037,SUSPECT
ADV-CP-1431,CASE-0703,PERSON-0836,CIVIL_COMPLAINANT
ADV-CP-1432,CASE-0703,PERSON-0195,SUSPECT
ADV-CP-1433,CASE-0456,PERSON-0836,CIVIL_COMPLAINANT
ADV-CP-1434,CASE-0456,PERSON-0195,SUSPECT
ADV-CP-1435,CASE-0975,PERSON-0703,CIVIL_COMPLAINANT
ADV-CP-1436,CASE-0975,PERSON-0548,SUSPECT
ADV-CP-1437,CASE-0735,PERSON-0703,CIVIL_COMPLAINANT
ADV-CP-1438,CASE-0735,PERSON-0548,SUSPECT
ADV-CP-1439,CASE-0349,PERSON-0520,CIVIL_COMPLAINANT
ADV-CP-1440,CASE-0349,PERSON-0308,SUSPECT
ADV-CP-1441,CASE-1144,PERSON-0520,CIVIL_COMPLAINANT
ADV-CP-1442,CASE-1144,PERSON-0308,SUSPECT
ADV-CP-1443,CASE-0200,PERSON-0186,CIVIL_COMPLAINANT
ADV-CP-1444,CASE-0200,PERSON-0301,SUSPECT
ADV-CP-1445,CASE-0965,PERSON-0186,CIVIL_COMPLAINANT
ADV-CP-1446,CASE-0965,PERSON-0301,SUSPECT
ADV-CP-1447,CASE-0530,PERSON-0132,CIVIL_COMPLAINANT
ADV-CP-1448,CASE-0530,PERSON-0759,SUSPECT
ADV-CP-1449,CASE-1145,PERSON-0132,CIVIL_COMPLAINANT
ADV-CP-1450,CASE-1145,PERSON-0759,SUSPECT
ADV-CP-1451,CASE-0375,PERSON-0782,CIVIL_COMPLAINANT
ADV-CP-1452,CASE-0375,PERSON-0935,SUSPECT
ADV-CP-1453,CASE-0688,PERSON-0782,CIVIL_COMPLAINANT
ADV-CP-1454,CASE-0688,PERSON-0935,SUSPECT
ADV-CP-1455,CASE-0456,PERSON-0671,CIVIL_COMPLAINANT
ADV-CP-1456,CASE-0456,PERSON-0092,SUSPECT
ADV-CP-1457,CASE-0728,PERSON-0671,CIVIL_COMPLAINANT
ADV-CP-1458,CASE-0728,PERSON-0092,SUSPECT
