comm_id,case_id,description,duration
ADV-COMM-0865,CASE-0553,PERSON-0533 contacted PERSON-0679 rejecting demand in heated dispute.,50
ADV-COMM-0866,CASE-0281,PERSON-0638 contacted PERSON-0621 demanding return of personal property.,45
ADV-COMM-0867,CASE-0281,PERSON-0621 contacted PERSON-0638 rejecting demand in heated dispute.,50
ADV-COMM-0868,CASE-0215,PERSON-0429 contacted PERSON-0851 demanding return of personal property.,45
ADV-COMM-0869,CASE-0215,PERSON-0851 contacted PERSON-0429 rejecting demand in heated dispute.,50
ADV-COMM-0870,CASE-0242,PERSON-0524 contacted PERSON-0737 demanding return of personal property.,45
ADV-COMM-0871,CASE-0242,PERSON-0737 contacted PERSON-0524 rejecting demand in heated dispute.,50
ADV-COMM-0872,CASE-0218,PERSON-0290 contacted PERSON-0117 demanding return of personal property.,45
ADV-COMM-0873,CASE-0218,PERSON-0117 contacted PERSON-0290 rejecting demand in heated dispute.,50
ADV-COMM-0874,CASE-1248,PERSON-0510 contacted PERSON-0204 demanding return of personal property.,45
ADV-COMM-0875,CASE-1248,PERSON-0204 contacted PERSON-0510 rejecting demand in heated dispute.,50
ADV-COMM-0876,CASE-0539,PERSON-0205 contacted PERSON-0797 demanding return of personal property.,45
ADV-COMM-0877,CASE-0539,PERSON-0797 contacted PERSON-0205 rejecting demand in heated dispute.,50
ADV-COMM-0878,CASE-0414,PERSON-0852 contacted PERSON-0536 demanding return of personal property.,45
ADV-COMM-0879,CASE-0414,PERSON-0536 contacted PERSON-0852 rejecting demand in heated dispute.,50
ADV-COMM-0880,CASE-0840,PERSON-0367 contacted PERSON-0721 demanding return of personal property.,45
ADV-COMM-0881,CASE-0840,PERSON-0721 contacted PERSON-0367 rejecting demand in heated dispute.,50
ADV-COMM-0882,CASE-0081,PERSON-0303 contacted PERSON-0165 demanding return of personal property.,45
ADV-COMM-0883,CASE-0081,PERSON-0165 contacted PERSON-0303 rejecting demand in heated dispute.,50
ADV-COMM-0884,CASE-0426,PERSON-0562 contacted PERSON-0509 demanding return of personal property.,45
ADV-COMM-0885,CASE-0426,PERSON-0509 contacted PERSON-0562 rejecting demand in heated dispute.,50
ADV-COMM-0886,CASE-0985,PERSON-0705 contacted PERSON-0956 demanding return of personal property.,45
ADV-COMM-0887,CASE-0985,PERSON-0956 contacted PERSON-0705 rejecting demand in heated dispute.,50
ADV-COMM-0888,CASE-0006,PERSON-0339 contacted PERSON-0241 demanding return of personal property.,45
ADV-COMM-0889,CASE-0006,PERSON-0241 contacted PERSON-0339 rejecting demand in heated dispute.,50
ADV-COMM-0890,CASE-0183,PERSON-0014 contacted PERSON-0688 demanding return of personal property.,45
ADV-COMM-0891,CASE-0183,PERSON-0688 contacted PERSON-0014 rejecting demand in heated dispute.,50
ADV-COMM-0892,CASE-1176,PERSON-0929 contacted PERSON-0114 demanding return of personal property.,45
ADV-COMM-0893,CASE-1176,PERSON-0114 contacted PERSON-0929 rejecting demand in heated dispute.,50
ADV-COMM-0894,CASE-0306,PERSON-0686 contacted PERSON-0506 demanding return of personal property.,45
ADV-COMM-0895,CASE-0306,PERSON-0506 contacted PERSON-0686 rejecting demand in heated dispute.,50
ADV-COMM-0896,CASE-1048,PERSON-0973 contacted PERSON-0093 demanding return of personal property.,45
ADV-COMM-0897,CASE-1048,PERSON-0093 contacted PERSON-0973 rejecting demand in heated dispute.,50
ADV-COMM-0898,CASE-0208,PERSON-0077 contacted PERSON-0741 demanding return of personal property.,45
ADV-COMM-0899,CASE-0208,PERSON-0741 contacted PERSON-0077 rejecting demand in heated dispute.,50
ADV-COMM-0900,CASE-0474,PERSON-0927 contacted PERSON-0263 demanding return of personal property.,45
ADV-COMM-0901,CASE-0474,PERSON-0263 contacted PERSON-0927 rejecting demand in heated dispute.,50
