pair_id,source_entity_id,target_entity_id,relationship_type,case_id,evidence_reference,expected_relationship,scenario,split
ADV-PAIR-0913,PERSON-0147,PERSON-0324,CONTACTED,CASE-0370,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0914,PERSON-0798,PERSON-0083,CONTACTED,CASE-0999,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0915,PERSON-0341,PERSON-0647,CONTACTED,CASE-0363,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0916,PERSON-0321,PERSON-0650,CONTACTED,CASE-0119,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0917,PERSON-0005,PERSON-0463,CONTACTED,CASE-0561,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0918,PERSON-0215,PERSON-0780,CONTACTED,CASE-0346,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0919,PERSON-0591,PERSON-0783,CONTACTED,CASE-0325,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0920,PERSON-0502,PERSON-0805,CONTACTED,CASE-0181,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0921,PERSON-0133,PERSON-0630,CONTACTED,CASE-0889,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0922,PERSON-0649,PERSON-0440,CONTACTED,CASE-0827,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0923,PERSON-0440,PERSON-0989,CONTACTED,CASE-0978,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0924,PERSON-0393,PERSON-0005,CONTACTED,CASE-0078,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0925,PERSON-0547,PERSON-0205,CONTACTED,CASE-0765,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0926,PERSON-0973,PERSON-0015,CONTACTED,CASE-0660,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0927,PERSON-0776,PERSON-0854,CONTACTED,CASE-1088,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0928,PERSON-0196,PERSON-0019,CONTACTED,CASE-0009,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0929,PERSON-0642,PERSON-0752,CONTACTED,CASE-0510,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0930,PERSON-0232,PERSON-0711,CONTACTED,CASE-0706,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0931,PERSON-0320,PERSON-0133,CONTACTED,CASE-0211,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0932,PERSON-0393,PERSON-0516,CONTACTED,CASE-1206,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0933,PERSON-0314,PERSON-0172,CONTACTED,CASE-0134,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0934,PERSON-0844,PERSON-0047,CONTACTED,CASE-0611,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0935,PERSON-0972,PERSON-0298,CONTACTED,CASE-0934,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0936,PERSON-0746,PERSON-0533,CONTACTED,CASE-1222,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0937,PERSON-0537,PERSON-0346,CONTACTED,CASE-0889,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0938,PERSON-0910,PERSON-0704,CONTACTED,CASE-0275,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0939,PERSON-0351,PERSON-0924,CONTACTED,CASE-1004,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0940,PERSON-0368,PERSON-0769,CONTACTED,CASE-0386,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0941,PERSON-0169,PERSON-0971,CONTACTED,CASE-0827,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0942,PERSON-0020,PERSON-0234,CONTACTED,CASE-0460,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0943,PERSON-0745,PERSON-0135,CONTACTED,CASE-0433,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0944,PERSON-0752,PERSON-0023,CONTACTED,CASE-1208,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0945,PERSON-0517,PERSON-0174,CONTACTED,CASE-0253,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0946,PERSON-0376,PERSON-0729,CONTACTED,CASE-0077,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0947,PERSON-0385,PERSON-0898,CONTACTED,CASE-0524,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0948,PERSON-0790,PERSON-0548,CONTACTED,CASE-0100,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0949,PERSON-0609,PERSON-0050,CONTACTED,CASE-0222,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0950,PERSON-0670,PERSON-0857,CONTACTED,CASE-0041,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0951,PERSON-0050,PERSON-0707,CONTACTED,CASE-0238,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0952,PERSON-0427,PERSON-0455,CONTACTED,CASE-0779,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0953,PERSON-0127,PERSON-0561,CONTACTED,CASE-0518,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0954,PERSON-0486,PERSON-0719,CONTACTED,CASE-0314,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0955,PERSON-0211,PERSON-0712,CONTACTED,CASE-0020,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0956,PERSON-0309,PERSON-0431,CONTACTED,CASE-0207,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0957,PERSON-0679,PERSON-0533,CONTACTED,CASE-0553,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0958,PERSON-0638,PERSON-0621,CONTACTED,CASE-0281,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0959,PERSON-0429,PERSON-0851,CONTACTED,CASE-0215,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0960,PERSON-0524,PERSON-0737,CONTACTED,CASE-0242,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0961,PERSON-0290,PERSON-0117,CONTACTED,CASE-0218,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0962,PERSON-0510,PERSON-0204,CONTACTED,CASE-1248,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0963,PERSON-0205,PERSON-0797,CONTACTED,CASE-0539,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0964,PERSON-0852,PERSON-0536,CONTACTED,CASE-0414,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0965,PERSON-0367,PERSON-0721,CONTACTED,CASE-0840,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0966,PERSON-0303,PERSON-0165,CONTACTED,CASE-0081,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0967,PERSON-0562,PERSON-0509,CONTACTED,CASE-0426,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,VAL
ADV-PAIR-0968,PERSON-0705,PERSON-0956,CONTACTED,CASE-0985,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0969,PERSON-0339,PERSON-0241,CONTACTED,CASE-0006,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0970,PERSON-0014,PERSON-0688,CONTACTED,CASE-0183,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0971,PERSON-0929,PERSON-0114,CONTACTED,CASE-1176,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0972,PERSON-0686,PERSON-0506,CONTACTED,CASE-0306,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0973,PERSON-0973,PERSON-0093,CONTACTED,CASE-1048,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0974,PERSON-0077,PERSON-0741,CONTACTED,CASE-0208,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TEST
ADV-PAIR-0975,PERSON-0927,PERSON-0263,CONTACTED,CASE-0474,"Heated civil dispute confrontation; adversary relationship, zero operational syndicate alliance.",0,NEG_BIDIRECTIONAL_DISPUTE,TRAIN
ADV-PAIR-0976,PERSON-0001,PERSON-0031,CONTACTED,CASE-0936,Residents sharing surname Chatterjee in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0977,PERSON-0002,PERSON-0028,CONTACTED,CASE-0607,Residents sharing surname Singh in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0978,PERSON-0003,PERSON-0037,CONTACTED,CASE-0541,Residents sharing surname Banerjee in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0979,PERSON-0004,PERSON-0029,CONTACTED,CASE-0951,Residents sharing surname Shukla in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0980,PERSON-0005,PERSON-0084,CONTACTED,CASE-0103,Residents sharing surname Garg in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-0981,PERSON-0006,PERSON-0080,CONTACTED,CASE-0205,Residents sharing surname Joshi in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0982,PERSON-0007,PERSON-0011,CONTACTED,CASE-0358,Residents sharing surname Das in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0983,PERSON-0008,PERSON-0115,CONTACTED,CASE-0081,Residents sharing surname Jain in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0984,PERSON-0009,PERSON-0026,CONTACTED,CASE-0596,Residents sharing surname Qureshi in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0985,PERSON-0010,PERSON-0096,CONTACTED,CASE-0738,Residents sharing surname Tiwari in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0986,PERSON-0012,PERSON-0043,CONTACTED,CASE-0641,Residents sharing surname Khan in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0987,PERSON-0013,PERSON-0020,CONTACTED,CASE-0873,Residents sharing surname Roy in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0988,PERSON-0014,PERSON-0019,CONTACTED,CASE-0238,Residents sharing surname Mittal in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0989,PERSON-0015,PERSON-0024,CONTACTED,CASE-0195,Residents sharing surname Bhattacharya in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0990,PERSON-0016,PERSON-0069,CONTACTED,CASE-0094,Residents sharing surname Yadav in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0991,PERSON-0017,PERSON-0151,CONTACTED,CASE-0020,Residents sharing surname Ansari in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,VAL
ADV-PAIR-0992,PERSON-0018,PERSON-0049,CONTACTED,CASE-0284,Residents sharing surname Ahmed in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-0993,PERSON-0021,PERSON-0041,CONTACTED,CASE-0350,Residents sharing surname Verma in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-0994,PERSON-0022,PERSON-0064,CONTACTED,CASE-0674,Residents sharing surname Mukherjee in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-0995,PERSON-0023,PERSON-0142,CONTACTED,CASE-0733,Residents sharing surname Kaur in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0996,PERSON-0025,PERSON-0236,CONTACTED,CASE-0897,Residents sharing surname Hussain in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0997,PERSON-0030,PERSON-0073,CONTACTED,CASE-0550,Residents sharing surname Bose in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0998,PERSON-0032,PERSON-0042,CONTACTED,CASE-0191,Residents sharing surname Gupta in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-0999,PERSON-0033,PERSON-0098,CONTACTED,CASE-0764,Residents sharing surname Sen in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1000,PERSON-0034,PERSON-0071,CONTACTED,CASE-0702,Residents sharing surname Kumar in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1001,PERSON-0035,PERSON-0072,CONTACTED,CASE-0375,Residents sharing surname Pandey in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1002,PERSON-0036,PERSON-0038,CONTACTED,CASE-0234,Residents sharing surname Chakraborty in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-1003,PERSON-0039,PERSON-0103,CONTACTED,CASE-0821,Residents sharing surname Goyal in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,VAL
ADV-PAIR-1004,PERSON-0040,PERSON-0047,CONTACTED,CASE-0820,Residents sharing surname Dutta in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1005,PERSON-0045,PERSON-0046,CONTACTED,CASE-0935,Residents sharing surname Ali in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-1006,PERSON-0048,PERSON-0076,CONTACTED,CASE-0557,Residents sharing surname Singhal in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1007,PERSON-0050,PERSON-0052,CONTACTED,CASE-0790,Residents sharing surname Patel in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1008,PERSON-0051,PERSON-0065,CONTACTED,CASE-0980,Residents sharing surname Agarwal in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-1009,PERSON-0054,PERSON-0104,CONTACTED,CASE-0864,Residents sharing surname Mishra in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TEST
ADV-PAIR-1010,PERSON-0059,PERSON-0111,CONTACTED,CASE-0342,Residents sharing surname Sharma in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1011,PERSON-0060,PERSON-0068,CONTACTED,CASE-0232,Residents sharing surname Sarkar in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1012,PERSON-0062,PERSON-0070,CONTACTED,CASE-0272,Residents sharing surname Bansal in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,VAL
ADV-PAIR-1013,PERSON-0063,PERSON-0107,CONTACTED,CASE-0121,Residents sharing surname Mehta in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1014,PERSON-0109,PERSON-0114,CONTACTED,CASE-0327,Residents sharing surname Siddiqui in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1015,PERSON-0181,PERSON-0195,CONTACTED,CASE-0213,Residents sharing surname Ghosh in municipal rolls; unrelated.,0,NEG_SHARED_SURNAME_LOCALITY,TRAIN
ADV-PAIR-1016,PERSON-0974,PERSON-0055,RELATED_TO,CASE-0853,Civilian family member (SPOUSE); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1017,PERSON-0055,PERSON-0974,RELATED_TO,CASE-1210,Civilian family member (SPOUSE); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1018,PERSON-0176,PERSON-0217,RELATED_TO,CASE-0989,Civilian family member (FATHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1019,PERSON-0217,PERSON-0176,RELATED_TO,CASE-1166,Civilian family member (DAUGHTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1020,PERSON-0286,PERSON-0868,RELATED_TO,CASE-0898,Civilian family member (SPOUSE); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TEST
ADV-PAIR-1021,PERSON-0868,PERSON-0286,RELATED_TO,CASE-0372,Civilian family member (SPOUSE); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1022,PERSON-0182,PERSON-0516,RELATED_TO,CASE-0778,Civilian family member (FATHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TEST
ADV-PAIR-1023,PERSON-0516,PERSON-0182,RELATED_TO,CASE-0735,Civilian family member (DAUGHTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,VAL
ADV-PAIR-1024,PERSON-0942,PERSON-0574,RELATED_TO,CASE-0060,Civilian family member (SISTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TEST
ADV-PAIR-1025,PERSON-0574,PERSON-0942,RELATED_TO,CASE-0268,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1026,PERSON-0909,PERSON-0739,RELATED_TO,CASE-0990,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1027,PERSON-0739,PERSON-0909,RELATED_TO,CASE-1000,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1028,PERSON-0006,PERSON-0060,RELATED_TO,CASE-0232,Civilian family member (MOTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1029,PERSON-0060,PERSON-0006,RELATED_TO,CASE-0843,Civilian family member (SON); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1030,PERSON-0498,PERSON-0533,RELATED_TO,CASE-0903,Civilian family member (FATHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1031,PERSON-0533,PERSON-0498,RELATED_TO,CASE-0095,Civilian family member (DAUGHTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1032,PERSON-0165,PERSON-0706,RELATED_TO,CASE-0130,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TEST
ADV-PAIR-1033,PERSON-0706,PERSON-0165,RELATED_TO,CASE-0536,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1034,PERSON-0735,PERSON-0464,RELATED_TO,CASE-0644,Civilian family member (MOTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,VAL
ADV-PAIR-1035,PERSON-0464,PERSON-0735,RELATED_TO,CASE-0026,Civilian family member (DAUGHTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1036,PERSON-0093,PERSON-0140,RELATED_TO,CASE-1075,Civilian family member (SISTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1037,PERSON-0140,PERSON-0093,RELATED_TO,CASE-1181,Civilian family member (SISTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1038,PERSON-0075,PERSON-0399,RELATED_TO,CASE-1158,Civilian family member (SISTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1039,PERSON-0399,PERSON-0075,RELATED_TO,CASE-0459,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1040,PERSON-0007,PERSON-0494,RELATED_TO,CASE-0693,Civilian family member (MOTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,VAL
ADV-PAIR-1041,PERSON-0494,PERSON-0007,RELATED_TO,CASE-1064,Civilian family member (SON); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1042,PERSON-0061,PERSON-0806,RELATED_TO,CASE-1072,Civilian family member (SISTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,VAL
ADV-PAIR-1043,PERSON-0806,PERSON-0061,RELATED_TO,CASE-0196,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1044,PERSON-0966,PERSON-0576,RELATED_TO,CASE-0887,Civilian family member (FATHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1045,PERSON-0576,PERSON-0966,RELATED_TO,CASE-0510,Civilian family member (SON); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,VAL
ADV-PAIR-1046,PERSON-0094,PERSON-0119,RELATED_TO,CASE-0987,Civilian family member (SISTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1047,PERSON-0119,PERSON-0094,RELATED_TO,CASE-0709,Civilian family member (BROTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TEST
ADV-PAIR-1048,PERSON-0999,PERSON-0002,RELATED_TO,CASE-0789,Civilian family member (FATHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1049,PERSON-0002,PERSON-0999,RELATED_TO,CASE-0305,Civilian family member (DAUGHTER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1050,PERSON-0865,PERSON-0475,RELATED_TO,CASE-1144,Civilian family member (MOTHER); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,TRAIN
ADV-PAIR-1051,PERSON-0475,PERSON-0865,RELATED_TO,CASE-0112,Civilian family member (SON); strictly non-operational.,0,NEG_CIVILIAN_KINSHIP,VAL
